Gender :,Age:,Graduation Year :,Program Code :,Current Occupation :,Job category :,Department :,Company Name,Type of Company :,Company's nature of business :,Years of work experience (after graduation):,Current Salary Midpoint
Male,24,2017,CS242,data processor,Executive,DP,TOLUNA,MARKET RESEARCH,RESEARCH,1,3500.5
Female,27,2012,CS230,Research Executive,Executive,Corporate Strategy & Insight Dept. ,Pembangunan Sumber Manusia Berhad,Statutory Body(Badan Berkanun),Human Resources,3,3500.5
Male,23,2015,CS110,System Analyst Programmer (JAVA),Executive,CTO,GATES IT Solution Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,3500.5
Male,26,2016,CS244,IT Technician,Non Executive,IT,PTPTN,Statutory Body(Badan Berkanun),Education,1,1500
Male,24,2016,CS111,salesman,Manager,retailer,Tomaz Shoes Sdn Bhd,Sole Trader(Perseorangan),Fashion,2,2500.5
Female,26,2014,CS251,IT Executive,Executive,IT,Etiqa Insurance Berhad,Corporate(Koperasi),Insurance,1,3500.5
Male,25,2016,CS249,Operation Officer,Non Executive,Warehouse,E.H Utara,Private Limited Company(Syarikat Sendirian Berhad,Logistics,1,1500
Female,26,2014,CS222 ,Analyst ,Executive,Business Development ,Borneo Marts Enterprise Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Retail Services ,3,2500.5
Female,24,2017,CS240,Junior System Analyst,Non Executive,Testing,Zanko Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Male,23,2015,CS110,Hotel,Service assistance,Banquet,Lexis suite penang,Sole Trader(Perseorangan),Hospitality,1,1500
Female,24,2017,CS241,admin clerk,new staff,admin,honli engineering works ,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Female,25,2016,CS240,SOFTWARE ENGINEER,Executive,IT,PLAMERA TECHNOLOGY SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Male,21,2017,CS110,Degree,Student,,,,,1,
Female,27,2015,CS244,MARKETING EXECUTIVE,Executive,MARKETING,FAIZA MARKETING SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,2500.5
Male,24,2017,CS243,IT Engineer ,Executive,Manage Service ,Sistem RKK Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Female,24,2017,CS248 ,ACCOUNT ASSISTANT,Non Executive,FINANCE,SYARIKAT PERLADANGAN PESERTA KUNDANG,Private Limited Company(Syarikat Sendirian Berhad,PERLADANGAN,1,1500
Male,21,2017,CS110,Penolong Pegawai Teknologi Maklumat,Executive,Bahagian Teknologi Maklumat,Perbadanan Kemajuan Negeri Selangor (PKNS),Statutory Body(Badan Berkanun),Property,1,2500.5
Female,27,2013,CS230,IT EXECUTIVE,Executive,INFORMATION TECHNOLOGY AND MULTIMEDIA,YAYASAN WARISAN ANAK SELANGOR,ANAK SYARIKAT NEGERI SELANGOR,Services,4,3500.5
Female,23,2016,CS241,Student,Full time student,Uitm,Uitm kb,None,Education,1,1500
Female,26,2015,CS247,Customer Service Assistant,Non Executive,Export Department,NYS Shippping Forwarding,Private Limited Company(Syarikat Sendirian Berhad,Shipping & Transportation,1,1500
Male,25,2014,CS228,Planning Executive,Executive,Planning Department,GES VENTURE MALAYSIA,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,3,2500.5
Female,25,2016,CS247,Cadet,Executive,SKPMI,INTAN,Government,Education,1,2500.5
Female,21,2017,CS111,student,student,,,,,1,
Male,23,2017,CS230,Videographer,Non Executive,Corporate Communication,Ministry of Agriculture & Agro Based Industry,Government,Services,1,2500.5
Female,28,2016,CS773,Clerk ,Non Executive,Personel Department,MB Star Sdn. Bhd,Private Limited Company(Syarikat Sendirian Berhad,Hospitality,2,1500
Female,25,2016,CS251,Software engineer,Executive,Software Development,Syscode,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,25,2017,CS249,Head of Services Section at KWSP Batu Pahat,Executive,Services,KWSP,Statutory Body(Badan Berkanun),Customer Services,1,3500.5
Female,29,2013,CS247,Customer care officer,Non Executive,Mobile general enquiry,Singtel,Corporate(Koperasi),Customer Services,2,2500.5
Male,23,2017,CS240,"AR/VR prototype developer, Digital designer, Animator",Executive,ICT Innovation,Tenaga Nasional Berhad,Corporate(Koperasi),Utility,1,3500.5
Female,24,2017,CS253,Manager,Manager,Customer Service,PBC Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,1,4500.5
Male,25,2017,CS707,Android App Dev,Executive,ICT,Maxx Media Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Media and Broadcasting,1,1500
Female,21,2016,CS110,Programmer ,Non Executive,It,Rank Alpha Technology,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Female,26,2015,CS220,Business Support,Non Executive,Business Support,VISI,Private Limited Company(Syarikat Sendirian Berhad,Project Management and Intergration,3,2500.5
Female,25,2017,CS248,ADMINISTRATION EXECUTIVE,Executive,ADMINISTRATION,GLOBAL MOVEMENT OF MODERATES,NON PROFIT ORGANIZATION,PROMOTING MODERATION GLOBALLY,1,1500
Female,22,2015,CS110,Bachelor of Information System (Hons.) Information System Engineering,Me and partner dont have category because we work as freelancer,None,Aspire Server,Freelancer,Website and give teaching to them who want to create the website,1,1500
Female,26,2016,CS228,ACADEMICIAN,Executive,ACADEMIC,TAJ VISION SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Education,1,1500
Female,27,2015,CS229,Teacher,Non Executive,Education,Sekolah Sri Johor Bahru,Private,Education,2,1500
Female,23,2017,CS247,SL1M Trainee - TNB Human Resources,SL1M,Human Resources Strategics and Transformation,TNB,Corporate(Koperasi),Utility,1,1500
Male,25,2012,CS110,it support,Non Executive,IT,Easy Future Communication,Sole Trader(Perseorangan),Information Technology,3,1500
Female,32,2010,CS224,Assistant IT Officer F29,Technical,ICT,Ministry Of Foreign Affairs Malaysia,Federal Government,Foreign Affairs,7,3500.5
Male,32,2009,CS244,Administrative and Diplomatic Officer,Executive,SPECIAL PROJECTS DIVISION,PRIME MINISTER'S DEPARTMENT,GOVERNMENT,ADMINISTRATIVE AND DIPLOMATIC,7,7500.5
Female,23,2017,CS247,Admin and Account asisstant,Non Executive,Accounting,Enpel Management Services Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Accountant and Audit,1,1500
Male,28,2013,CS230,IT Executive,Executive,IT,Hospital Ampang,Public,Hospitality,4,3500.5
Female,25,2015,CS230,web developer,Executive,IT ,Mimos Berhad,Government Link Company,Information Technology,2,3500.5
Male,24,2017,CS245,System Engineer,Non Executive,Managed Serviced Department,Binasat Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Female,25,2017,CS249,Sales Operations Officer,Non Executive,Operations ,Naza Italia,Corporate(Koperasi),Automotive ,1,2500.5
Female,40,2016,CS 770,TECHNICIAN ,Non Executive,IT,JAB.KESIHATAN NEGERI SELANGOR,GOV,HEALTH ,15,3500.5
Female,24,2017,CS241,Business Support Executive,Executive,Training,Globalknox sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,2500.5
Female,25,2013,CS110,sales and support coordinator,Non Executive,sales,asiatechbiz sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,1500
Male,30,2011,CS251,IT Administrator,Executive,ADMIN IT,Keihin Malaysia Manufacturing Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,7,2500.5
Female,25,2016,CS230,Retail associate sl1m,Non Executive,Sale and service,Celcom mobile sdn bhd,Telecommunication,Telecommunication,2,2500.5
Male,25,2016,CS251,Associate Developer,Non Executive,IT,Digi Telecommunications,Private Limited Company(Syarikat Sendirian Berhad,Services,1,3500.5
Male,26,2016,CS245,IT Admin Officer,Non Executive,ITS,Alam Sekitar Malaysia Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Enviromental,2,2500.5
Male,29,2012,CS110,Analyst Programmer,Executive,Software Developer,MMCSB,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,3500.5
Male,26,2015,CS246,IT Support Engineer,Executive,IT,Mossad Pte Ltd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,7500.5
Female,32,2009,CS222,Claim analyst,Executive,US claims department,AIG Shared Services,Private Limited Company(Syarikat Sendirian Berhad,Insurance,7,3500.5
Male,30,2012,CS244,Customer Service,Executive,e-Channel,Standard Chartered GBS Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,5,3500.5
Male,22,2017,CS110,Branch Manager ,Manager,Branch operation department ,99 SPEED MART SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Consumer Trading,1,2500.5
Female,29,2010,CS230,associate II system analyst,Executive,ict,pos malaysia bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,7,3500.5
Female,25,2017,CS241,COLLECTION EXECUTIVE,Executive,COLLECTION,KONTENA NASIONAL GLOBAL LOGISTICS,Statutory Body(Badan Berkanun),LOGISTIC,1,2500.5
Female,26,2015,CS241,HR SENIOR OFFICER,Non Executive,HUMAN RESOURCE,MALINDO AIRWAYS SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,TRANSPORTATION,3,2500.5
Female,27,2012,CS244,Webmaster,Executive,ICT,AirAsia,Private Limited Company(Syarikat Sendirian Berhad,Aviation,5,4500.5
Female,23,2017,CS253,Graphics Designer,Junior,Creative,Photobook Worldwide,Private Limited Company(Syarikat Sendirian Berhad,e-commerce website,1,2500.5
Female,23,2016,CS230,BA cum Quality Assurance,Executive,IT,Basic Inception Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,31,2009,CS230,Senior QA Engineer,Executive,IT,DH,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,7,4500.5
Female,24,2016,CS241,IT Application Services,Executive,IT,Port of Tanjung Pelepas,Private Limited Company(Syarikat Sendirian Berhad,Transportation,2,3500.5
Male,26,2014,CS251,System Analyst,Executive,IT,Sony EMCS (M) SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,3,3500.5
Female,30,2010,CS110,Secretary,Non Executive,Chief Operating Officer & Chief Financial Officer,TLP Terminal Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Port Services,7,2500.5
Female,27,2014,CS230,Programmer,Executive,IT,Metro Specialist Hospital,Private Limited Company(Syarikat Sendirian Berhad,health care institution,3,1500
Male,23,2017,CS248,Businessman ,Manager,Sales,Blvckoutstore,Partnership(Perkongsian),Services,1,1500
Female,26,2015,CS110,Process analyst ,Executive,Global delivery management ,T-Systems Malaysia,Multinational company ,Information Technology,2,3500.5
Female,24,2017,CS249,Business Development Executive,Executive,Business Development,Syarikat Air Negeri Sembilan,GLC,Services,1,1500
Male,21,2017,CS110,Further study,Student,,,,,1,
Female,24,2017,CS241,Junior executive,Executive,Mystery shopper,Cardas research ,Private Limited Company(Syarikat Sendirian Berhad,Customer Services,1,2500.5
Female,24,2017,CS230,part time tutor,Non Executive,EDUCATION,OPEN UNIVERSITY MALAYSIA,Statutory Body(Badan Berkanun),Education,1,1500
Male,26,2014,CS244,Personal Financial Advisor (PFA),Executive,Sales/Marketing,CIMB Bank Berhad,Publicly traded government-linked company,Banking/Finance,1,2500.5
Female,23,2015,CS110,IT Executive,Non Executive,IT Security,Diaspora Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,1500
Male,26,2016,CS230,Outside Plant Site Engineer,Executive,OSP,Symphonet SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,2,2500.5
Male,23,2017,CS242,Trade Capture Administrator,Administrator,Transaction Management,RBC I&TS,Corporate(Koperasi),Investor & Treasury Services,1,3500.5
Male,25,2017,CS230,Retail Manager,Executive,Management,7 Eleven,Franchise,Retail,1,1500
Male,27,2011,CS222,Data scientist,Manager,Decision management,Cimb,Private Limited Company(Syarikat Sendirian Berhad,Financial institution,6,7500.5
Female,31,2009,CS230,System analyst,Executive,IT,Public bank berhad,Private Limited Company(Syarikat Sendirian Berhad,Banking/financial,9,7500.5
Female,23,2017,CS248,Personal Assistant ,Secretary ,Secretary ,Layar Dimensi SB,Private Limited Company(Syarikat Sendirian Berhad,Construction ,1,1500
Male,26,2015,CS222,Global operation officer,Executive,Trade,Standard chartered bank,Private Limited Company(Syarikat Sendirian Berhad,Banking,3,3500.5
Female,24,2017,CS243,iOS & Backend Developer,Programmer,IT,Mobius Digital Systems,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Female,24,2014,CS113,Penolong Pegawai Tadbir,Executive,HR,Kementerian Pertanian Dan Industri Asas Tani,Government Sector,Services,3,2500.5
Male,27,2014,CS230,Software Engineer,Executive,R&D,M3 Online Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,3500.5
Male,27,2014,CS230,Software Engineer,Executive,R&D,M3 Online Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,3500.5
Male,26,2015,CS221,Technician,Senior worker,Plating,Ibiden,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,3500.5
Female,30,2010,CS222,Account executive,Executive,Finance,Sunway Travel Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Travel Agency,9,2500.5
Female,30,2010,CS222,Account executive,Executive,Finance,Sunway Travel Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Travel Agency,9,2500.5
Female,30,2010,CS222,Account executive,Executive,Finance,Sunway Travel Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Travel Agency,9,2500.5
Female,30,2010,CS222,Account executive,Executive,Finance,Sunway Travel Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Travel Agency,9,2500.5
Female,30,2010,CS222,Account executive,Executive,Finance,Sunway Travel Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Travel Agency,9,2500.5
Female,30,2010,CS222,Account executive,Executive,Finance,Sunway Travel Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Travel Agency,9,2500.5
Female,30,2010,CS222,Account executive,Executive,Finance,Sunway Travel Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Travel Agency,9,2500.5
Female,30,2010,CS222,Account executive,Executive,Finance,Sunway Travel Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Travel Agency,9,2500.5
Female,26,2014,CS244,DBA,Executive,MIS,ASE Electronics Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,3500.5
Female,26,2014,CS228,teller,Executive,arrahnu,yapeim,Corporate(Koperasi),Services,3,1500
Male,25,2015,CS110,Associate Engineer,Non Executive,Information Technology,X-Fab Sarawak Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Male,31,2011,CS226,IT Engineer,Executive,IT,Honda Malaysia,Private Limited Company(Syarikat Sendirian Berhad,Automobile,5,3500.5
Male,27,2013,CS237,App / Game Developer,Owner,Development Team,Atherons Solutions,Sole Trader(Perseorangan),Information Technology,4,4500.5
Female,23,2017,CS246,Programmer,Non Executive,Information System ,OPUS Asset Management,Private Limited Company(Syarikat Sendirian Berhad,Investment,1,2500.5
Female,26,2015,CS244,IT Executive @ Junior Programmer,Executive,IT Operations,Inter-city MPC M Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,2500.5
Female,22,2016,CS110,STORE CLERK,Non Executive,LOGISTIC AND STORE,BA URUS BINA (M) SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,CONSTRUCTION,1,1500
Female,24,2014,CS110,DESIGNER,Executive,MOTIVES & DESIGN DEPT,YAYASAN RESTU,NGO,ISLAMIC PRODUCTS,3,1500
Female,22,2016,CS110,Software Developer,Executive,Research & Development,Silverlake Group of Companies,Partnership(Perkongsian),Information Technology,2,3500.5
Female,31,2012,CS226,"Senior Software QA, QC and Support",Non Executive,Software Application,CMG Online Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,3500.5
Male,38,2000,CS110,Academician,Senior Manager,Faculty of Information Science and Technology,Universiti Kebangsaan Malaysia,Goverment,Education,17,7500.5
Female,27,2014,CS230,SAP Analyst,Executive,IT,Chemical Company of Malaysia Berhad,GLC,Manufacturing,3,3500.5
Female,25,2016,CS244,Programmer,Programmer,IT,Datum Clearmind Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Female,29,2012,CS228,Executive Officer,Executive,consumer credit operations,cimb bank berhad,berhad,banking,5,4500.5
Female,25,2016,CS248,purchasing assistant,Non Executive,Purchasing,Dindings Poultry Processing Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Female,24,2016,CS228,Executive Analyst,Executive,Investment,Kumpulan perangsang selangor berhad,Berhad,Investment,1,2500.5
Male,25,2015,CS230,Java developer,Executive,Bank transaction,Appvalley,Partnership(Perkongsian),Information Technology,2,4500.5
Male,23,2017,CS230,IT Consultant,Executive,IT,Axprit,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Male,23,2017,CS230,IT Consultant,Executive,IT,Axprit,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,3500.5
Female,30,2009,CS226,Lecturer,Executive,FACULTY OF INFORMATION SYSTEM AND ENGINEERING,MSU,Private Limited Company(Syarikat Sendirian Berhad,Education,5,3500.5
Female,22,2016,CS110,Penolong Pegawai Teknologi Maklumat FA29,Executive,Information and Communication Technology,Jabatan Kesihatan Negeri Pulau Pinang,Statutory Body(Badan Berkanun),Health Services,1,1500
Male,23,2017,CS110,Work,Manager,Branch,99 speedmart,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Male,23,2016,CS110,central monitoring station,clerk,property and logistic,affinbank bhd,Corporate(Koperasi),banking,1,1500
Female,23,2017,CS251,Junior Developer,Junior,IT,Bayz Parking Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,23,2016,CS110,customer service executive,Executive,foreign worker product,myeg ,Corporate(Koperasi),Services,1,1500
Male,24,2016,CS220,PENOLONG PEGAWAI TADBIR,KONTRAK,JABATAN TEKNOLOGI MAKLUMAT,PERBADANAN TABUNG PENDIDIKAN TINGGI NASIONAL (PTPTN),Statutory Body(Badan Berkanun),Education,1,2500.5
Male,33,2010,CS221,Research Officer,Executive,Unit R&D Farmasi,Kementerian Kesihatan Malaysia,Statutory Body(Badan Berkanun),Hospitality,7,1500
Female,25,2017,CS230,Admin,Non Executive,Administrator,IHES Education Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Education,2,2500.5
Female,27,2015,CS230,Quality Assurance Executive,Executive,Research and Development,CMG Technologies Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Fast Food Order Taking,2,2500.5
Female,24,2017,CS246,Software Developer,Non Executive,HEITECH I-SOLUTIONS SDN. BHD.,HEITECH PADU BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,2500.5
Female,25,2017,CS249,insurance specialist,Executive,distribution,BSN,Statutory Body(Badan Berkanun),Services,1,2500.5
Male,24,2016,CS110,IT engineer,Non Executive,ITS,Solsis,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,25,2017,CS247,Exc Media Social,Executive,Marketing,Ayam Bismi Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,1500
Male,25,2015,CS242,Banking ,Executive,Financial crime compliance,Hsbc,Private Limited Company(Syarikat Sendirian Berhad,Financial institutions ,2,4500.5
Male,26,2015,CS247,Government ,Non Executive,SUK KELANTAN ,SUK  KELANTAN,Statutory Body(Badan Berkanun),Media and Broadcasting,2,1500
Female,28,2015,CS771,Senior operation exec,Executive,Consumer insight,Nielsen malaysia,Private Limited Company(Syarikat Sendirian Berhad,Services,3,3500.5
Female,24,2017,CS773,PhD Student,Continuing study,UMT,UMT,Government,Mathematics,1,
Male,31,2011,CS226,MES Engineer,Executive,IT/MES,Meiban Technology sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,5,3500.5
Male,27,2014,CS244,Software Engineer,Non Executive,Mastercard Project,Tech Mahindra ICT Services (Malaysia) Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,2500.5
Female,25,2016,CS247,Admin and Procurement Assistant,Executive,Purchasing,Smart Provident Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Construction,1,2500.5
Female,24,2017,CS 240,Developer Apps,Non Executive,It,iLaunch sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,1500
Male,23,2017,CS246,IT Professional,Non Executive,Manufacturing IT,Intel Microelectronics,Corporate(Koperasi),Manufacturing,1,3500.5
Female,23,2017,CS241,Admin and Account,Admin,Admin,Arah Bina Ent,Private Limited Company(Syarikat Sendirian Berhad,Construction,1,1500
Male,32,2009,CS230,teacher,education,Kementerian Pendidikan Malaysia,"PPD Subis, Miri",governmen,Education,6,3500.5
Male,26,2016,CS251 ,IT Executive,Executive,Management Information System Dept.,Mutiara Smart Computing Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,1,2500.5
Male,28,2013,CS221,Malaysian AIDS Council,Executive,Monitoring & Evaluation,Malaysian AIDS Council,NGO,Healty,5,2500.5
Female,24,2016,CS231,clerk,Non Executive,admin,Cantuman Usaha (M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Female,22,2016,CS110,staff,staff,food and beverages,baskin robbins,Partnership(Perkongsian),Services,1,1500
Female,25,2017,CS249,Lecturer,Non Executive,Pengajian Am,Jawatankuasa Pengurusan Kolej Komuniti ,Government,Education,1,1500
Female,24,2016,CS241,Production supervisor,Executive,Production,Panasonic Automotive system,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Male,30,2010,CS244,System engineer,Executive,IT,PNB,GLC,Investment,9,7500.5
Female,24,2017,CS251,System Engineer,Executive,TEST System Admin,Carsem(M) Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,1,2500.5
Female,24,2017,CS246,Jr tester,Executive,Technology,Maxis,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,1,3500.5
Male,23,2017,CS247,Broadcast Engineer,Executive,Broadcast,Cedar Broadcast & Communication (M) Sdn. Bhd.,Private Limited Company(Syarikat Sendirian Berhad,Media and Broadcasting,1,2500.5
Male,27,2013,CS226,Solutions Consultant,Executive,Software,ZEN Computer Solutions Sdn. Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,4500.5
Female,28,2012,CS229,HR exec,Executive,HR,CSR SB,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,4,3500.5
Female,30,2010,CS230,Senior Test Engineer,Executive,IT ,Standard Chartered sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Banking sector,6,7500.5
Male,26,2016,CS230,System Engineer,Oracle Programmer,Loan Development and Support Department,INFOPRO SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,3500.5
Male,26,2015,CS253,Programmer/Admin IT,Executive,IT,Wireless Messaging Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,2500.5
Male,26,2015,CS230,It Project Manager,Executive,It,Arjuna Zenith,Private Limited Company(Syarikat Sendirian Berhad,Telecommunication,2,1500
Female,27,2013,CS244,GOVERNMENT OFFICER,Non Executive,IT,,GOVERNMENT SECTOR,Information Technology,3,2500.5
Female,26,2013,CS247,Assistant statistical officer,Non Executive,Balance of payment,Jabatan perangkaan,Corporate(Koperasi),Economy,4,2500.5
Female,26,2013,CS247,Assistant statistical officer,Non Executive,Balance of payment,Jabatan perangkaan,Corporate(Koperasi),Economy,4,2500.5
Female,26,2013,CS247,Assistant statistical officer,Non Executive,Balance of payment,Jabatan perangkaan,Corporate(Koperasi),Economy,4,2500.5
Male,25,2015,CS222 ,Internal Auditor,Non Executive,Audit,Marrybrown Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Food & Beverages,2,2500.5
Male,25,2016,CS248,sales man,Executive,retail sales,Ctos ,Private Limited Company(Syarikat Sendirian Berhad,Services,1,1500
Male,30,2012,CS229,BUSINESS DEVELOPMENT EXECUTIVE,Executive,BUSINESS DEVELOPMENT DEPT.,TRIUMPHANT GALLERY SDN. BHD.,Private Limited Company(Syarikat Sendirian Berhad,INTERIOR FIT-OUT CONSTRUCTION,5,2500.5
Female,27,2013,CS230,Web production analyst,Executive,Dell commerce services,Dell global business center swtc,Private Limited Company(Syarikat Sendirian Berhad,Services,3,3500.5
Male,25,2016,CS253,BUSINESS,Senior Manager,GRAPHIC DESIGN,GRAMIXX DESIGN,Partnership(Perkongsian),GRAPHIC DESIGN,1,2500.5
Male,30,2013,CS247,Programmer,Executive,IT,LSEG MALAYSIA SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Services,5,2500.5
Male,29,2012,CS230,System Engineer,Executive,IT,Infopro sdn bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,5,4500.5
Female,28,2011,CS214,Operation Executive,Executive,Peoduction & packing,Top Glove,Public Listed,Manufacturing,5,3500.5
Female,25,2015,CS243,BUSINESS INTELLIGENCE ANALYST,Executive,ANALYSIS,MYRA TECHNOLOGIES SDN BBHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,3,3500.5
Female,32,2012,CS777,Pegawai Teknologi Maklumat,Executive,ICT,"Hospital Tuanku Fauziah, Kangar",Governmnent,health services,6,7500.5
Male,29,2014,CS241,Goverment Officials,Executive,Criminal Unit,Inland Revenue Board,Statutory Body(Badan Berkanun),Taxation,3,4500.5
Female,24,2017,CS230,PEN.  PEG.  TEKNOLOGI MAKLUMAT ,Non Executive,PUSAT TEKNOLOGI MAKLUMAT,UniSZA,Statutory Body(Badan Berkanun),Education,1,2500.5
Female,24,2017,CS230,Pen. Peg. Teknologi Maklumat,Non Executive,Pusat Teknologi Maklumat,UniSZA,Statutory Body(Badan Berkanun),Education,1,2500.5
Female,26,2014,CS244,DBA,Executive,MIS,ASE ELECTRONICS SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Manufacturing,2,3500.5
Male,33,2010,CS241,Pembantu Makmal,Non Executive,Science Lab,SMK Taman Tun Dr Ismail,Statutory Body(Badan Berkanun),Education,4,2500.5
Female,29,2010,CS110,Computer Technician ,Non Executive,Administration,Lembaga Hasil Dalam Negeri Malaysia,Statutory Body(Badan Berkanun),Government,6,2500.5
Female,26,2012,CS230,Software Engineer,Executive,IT,Secret,Private Limited Company(Syarikat Sendirian Berhad,Media and Broadcasting,3,3500.5
Female,31,2011,CS228,PEGAWAI PERKHIDMATAN PENDIDIKAN SISWAZAH,Executive,Mathematics,MARA,Statutory Body(Badan Berkanun),Education,1,3500.5
Male,25,2016,CS251 ,Digital Program Developer,Executive,ICT,SMART DIGITAL NETWORK SDN BHD,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,1,2500.5
Female,27,2014,CS241,Logistics Coordinator,Non Executive,Documentation,BDP International,Corporate(Koperasi),Logistics,2,2500.5
Female,27,2012,CS112,Business admin,Non Executive,Administrative,Toyota Tsusho,Private Limited Company(Syarikat Sendirian Berhad,Investment holding & trading ,5,3500.5
Male,26,2014,CS251,"Analyst, Fixed Income",Executive,Investment,Etiqa Insurance Berhad,Corporate(Koperasi),Insurance,3,3500.5
Male,26,2015,CS247,System Engineer,Executive,IT,Infopro Sdn Bhd,Private Limited Company(Syarikat Sendirian Berhad,Information Technology,2,3500.5
